236,0,1,0,0,0,0,0,0
236,437.910669,0,1,0,0,0,0,297.949906
236,437.910669,0,0,0,0,1,0,297.949906
236,78.902823,0,1,0,0,0,0,-360.302627
236,78.902823,0,0,0,0,0,1,-360.302627
236,472.430654,0,1,0,0,0,0,390.924542
236,472.430654,0,0,0,0,1,0,390.924542
236,252.489034,0,1,0,0,0,0,-222.20453600000002
236,252.489034,0,0,0,0,0,1,-222.20453600000002
236,516.813492,0,1,0,0,0,0,263.053018
236,516.813492,0,0,0,0,1,0,263.053018
236,192.325631,0,1,0,0,0,0,-324.95772000000005
236,192.325631,0,0,0,0,0,1,-324.95772000000005
236,484.266077,0,1,0,0,0,0,291.462038
236,484.266077,0,0,0,0,1,0,291.462038
236,90.738246,0,1,0,0,0,0,-394.263515
236,90.738246,0,0,0,0,0,1,-394.263515
236,478.348366,0,1,0,0,0,0,387.61082799999997
236,478.348366,0,0,0,0,1,0,387.61082799999997
236,171.306089,0,1,0,0,0,0,-307.512703
236,171.306089,0,0,0,0,0,1,-307.512703
236,493.142645,0,1,0,0,0,0,320.53393400000004
236,493.142645,0,0,0,0,1,0,320.53393400000004
236,244.598752,0,1,0,0,0,0,-249.289742
236,244.598752,0,0,0,0,0,1,-249.289742
236,493.142645,0,1,0,0,0,0,247.80981000000003
236,493.142645,0,0,0,0,1,0,247.80981000000003
236,307.72101,0,1,0,0,0,0,-187.77156200000002
236,307.72101,0,0,0,0,0,1,-187.77156200000002
236,275.173596,0,1,0,0,0,0,-33.53902500000004
236,275.173596,0,0,0,0,0,1,-33.53902500000004
236,231.777043,0,1,0,0,0,0,-44.124202000000025
236,231.777043,0,0,0,0,0,1,-44.124202000000025
236,208.106196,0,1,0,0,0,0,-24.14506799999998
236,208.106196,0,0,0,0,0,1,-24.14506799999998
236,155.833075,0,1,0,0,0,0,-52.74242099999998
236,155.833075,0,0,0,0,0,1,-52.74242099999998
236,121.31309,0,1,0,0,0,0,-35.010239999999996
236,121.31309,0,0,0,0,0,1,-35.010239999999996
236,79.889108,0,1,0,0,0,0,-41.898323000000005
236,79.889108,0,0,0,0,0,1,-41.898323000000005
236,36.492555,0,1,0,0,0,0,-45.21063399999999
236,36.492555,0,0,0,0,0,1,-45.21063399999999
236,491.170074,0,1,0,0,0,0,453.68577700000003
236,491.170074,0,0,0,0,1,0,453.68577700000003
236,263.338172,0,1,0,0,0,0,-228.56608800000004
236,263.338172,0,0,0,0,0,1,-228.56608800000004
236,186.407919,0,1,0,0,0,0,-77.42016799999999
236,186.407919,0,0,0,0,0,1,-77.42016799999999
236,117.367949,0,1,0,0,0,0,-69.791681
236,117.367949,0,0,0,0,0,1,-69.791681
236,508.995679,0,1,0,0,0,0,390.327494
236,508.995679,0,0,0,0,1,0,390.327494
